code_article,depot,quantite_stock,date_maj
ART091,DEP_NORD,56,2025-02-11
ART047,DEP_OUEST,164,2026-04-17
ART002,DEP_OUEST,97,2026-01-13
ART036,DEP_CIEL,375,2025-12-20
ART028,DEP_LIMAY,151,2025-07-04
ART068,DEP_AVIGNON,485,2026-01-04
ART061,DEP_CIEL,227,2026-04-08
ART089,DEP_GRAULHET,473,2025-11-25
ART040,DEP_GRAULHET,763,2026-04-12
ART096,DEP_GRAULHET,374,2025-06-18
ART061,DEP_NORD,491,2025-11-16
ART057,DEP_VERNOUILLET,65,2024-11-21
ART035,DEP_AVIGNON,582,2025-08-02
ART043,DEP_GRIGNY,734,2025-08-22
ART028,DEP_CIEL,535,2024-06-04
ART079,DEP_CIEL,715,2024-08-19
ART079,DEP_LIMAY,93,2024-09-18
ART096,DEP_LIMAY,9,2025-05-31
ART042,DEP_NORD,105,2026-01-07
ART044,DEP_VERNOUILLET,439,2026-03-31
ART010,DEP_GRIGNY,58,2025-09-10
ART070,DEP_NORD,445,2025-06-08
ART035,DEP_GRAULHET,496,2024-11-23
ART049,DEP_GRIGNY,448,2026-01-27
ART082,DEP_NORD,75,2024-07-30
ART018,DEP_GRAULHET,222,2024-10-28
ART091,DEP_NORD,667,2025-12-10
ART073,DEP_NORD,484,2026-04-18
ART025,DEP_GRAULHET,178,2026-01-29
ART010,DEP_GRIGNY,365,2024-08-15
ART099,DEP_OUEST,657,2025-06-27
ART076,DEP_CIEL,122,2026-01-12
ART046,DEP_CIEL,336,2024-10-08
ART043,DEP_OUEST,452,2024-08-31
ART024,DEP_NORD,447,2025-11-29
ART079,DEP_CIEL,446,2025-10-24
ART020,DEP_AVIGNON,316,2026-02-25
ART096,DEP_NORD,357,2025-02-16
ART035,DEP_GRAULHET,346,2025-01-17
ART047,DEP_NORD,743,2026-03-17
ART081,DEP_GRAULHET,331,2025-11-11
ART095,DEP_AVIGNON,670,2025-01-04
ART045,DEP_GRAULHET,383,2024-12-12
ART016,DEP_LIMAY,438,2025-11-17
ART061,DEP_GRIGNY,256,2024-11-27
ART084,DEP_LIMAY,720,2025-04-20
ART028,DEP_AVIGNON,693,2025-12-17
ART084,DEP_OUEST,751,2024-12-08
ART061,DEP_LIMAY,157,2024-10-19
ART049,DEP_GRIGNY,716,2025-06-23
ART057,DEP_AVIGNON,711,2026-03-12
ART005,DEP_NORD,269,2026-01-20
ART064,DEP_AVIGNON,765,2025-09-06
ART058,DEP_GRIGNY,526,2025-01-10
ART053,DEP_GRIGNY,318,2025-04-20
ART038,DEP_GRIGNY,607,2026-04-17
ART052,DEP_LIMAY,790,2025-05-18
ART050,DEP_CIEL,271,2025-04-14
ART070,DEP_VERNOUILLET,469,2025-09-17
ART069,DEP_VERNOUILLET,664,2026-04-26
ART097,DEP_GRAULHET,75,2026-04-16
ART048,DEP_AVIGNON,122,2025-02-21
ART002,DEP_NORD,796,2025-06-14
ART099,DEP_VERNOUILLET,420,2024-06-18
ART033,DEP_OUEST,445,2026-04-29
ART056,DEP_GRIGNY,520,2024-08-13
ART003,DEP_NORD,450,2024-12-12
ART005,DEP_LIMAY,390,2026-01-09
ART046,DEP_GRIGNY,767,2025-12-31
ART010,DEP_GRIGNY,502,2025-05-05
ART059,DEP_AVIGNON,784,2025-03-24
ART032,DEP_OUEST,495,2025-02-04
ART090,DEP_GRAULHET,228,2025-02-18
ART052,DEP_AVIGNON,249,2025-11-10
ART072,DEP_VERNOUILLET,581,2025-02-01
ART003,DEP_OUEST,626,2025-08-18
ART075,DEP_GRIGNY,405,2024-08-19
ART050,DEP_OUEST,582,2024-07-25
ART018,DEP_NORD,190,2024-09-02
ART071,DEP_GRIGNY,785,2026-05-01
ART022,DEP_LIMAY,637,2025-11-28
ART014,DEP_GRIGNY,733,2026-05-30
ART034,DEP_VERNOUILLET,112,2026-01-07
ART048,DEP_NORD,361,2026-03-19
ART077,DEP_AVIGNON,769,2025-03-19
ART008,DEP_NORD,352,2025-05-01
ART006,DEP_GRAULHET,279,2025-07-08
ART035,DEP_GRAULHET,335,2026-05-13
ART093,DEP_GRIGNY,539,2024-11-05
ART044,DEP_CIEL,510,2025-01-13
ART046,DEP_OUEST,116,2024-07-31
ART026,DEP_LIMAY,783,2025-04-04
ART043,DEP_CIEL,725,2024-09-14
ART093,DEP_VERNOUILLET,191,2025-09-10
ART072,DEP_NORD,229,2025-03-27
ART038,DEP_OUEST,184,2026-01-26
ART077,DEP_AVIGNON,652,2024-06-20
ART023,DEP_VERNOUILLET,765,2026-05-13
ART008,DEP_NORD,264,2025-11-04
ART014,DEP_CIEL,603,2024-10-14
ART077,DEP_GRIGNY,640,2026-01-03
ART019,DEP_GRAULHET,576,2025-02-02
ART094,DEP_AVIGNON,452,2026-01-12
ART082,DEP_GRAULHET,588,2025-04-23
ART097,DEP_GRIGNY,345,2025-11-29
ART018,DEP_OUEST,134,2024-12-22
ART047,DEP_NORD,13,2024-12-20
ART059,DEP_VERNOUILLET,103,2025-07-10
ART098,DEP_CIEL,398,2024-08-20
ART003,DEP_GRIGNY,604,2026-06-01
ART069,DEP_GRAULHET,380,2026-01-15
ART083,DEP_AVIGNON,440,2026-04-24
ART076,DEP_CIEL,312,2024-12-13
ART027,DEP_GRAULHET,635,2026-02-25
ART079,DEP_VERNOUILLET,331,2025-12-24
ART059,DEP_LIMAY,182,2025-08-25
ART095,DEP_GRIGNY,33,2024-07-22
ART090,DEP_NORD,405,2025-04-09
ART003,DEP_OUEST,236,2025-10-09
ART079,DEP_GRAULHET,788,2025-07-11
ART100,DEP_VERNOUILLET,440,2025-12-09
ART035,DEP_OUEST,536,2025-12-18
ART063,DEP_GRIGNY,306,2025-12-10
ART015,DEP_VERNOUILLET,163,2024-11-26
ART049,DEP_NORD,789,2025-05-16
ART067,DEP_VERNOUILLET,733,2025-06-15
ART089,DEP_CIEL,356,2026-02-16
ART079,DEP_CIEL,621,2025-12-15
ART064,DEP_AVIGNON,126,2025-05-31
ART094,DEP_NORD,60,2025-05-06
ART059,DEP_CIEL,369,2024-10-27
ART001,DEP_OUEST,101,2026-05-02
ART065,DEP_AVIGNON,633,2026-02-24
ART020,DEP_NORD,621,2026-02-21
ART011,DEP_LIMAY,99,2025-03-07
ART058,DEP_LIMAY,9,2025-06-06
ART043,DEP_GRIGNY,736,2025-06-18
ART050,DEP_GRIGNY,126,2024-07-19
ART025,DEP_GRAULHET,177,2026-06-01
ART091,DEP_NORD,79,2024-11-04
ART065,DEP_GRIGNY,559,2024-11-28
ART028,DEP_GRAULHET,613,2025-09-03
ART094,DEP_OUEST,588,2026-04-14
ART064,DEP_LIMAY,691,2024-11-17
ART028,DEP_VERNOUILLET,482,2025-08-02
ART010,DEP_CIEL,663,2024-09-18
ART006,DEP_CIEL,7,2025-03-20
ART026,DEP_NORD,261,2024-06-10
ART053,DEP_GRIGNY,242,2026-05-09
ART008,DEP_NORD,729,2025-07-07
ART059,DEP_VERNOUILLET,492,2025-12-14
ART086,DEP_OUEST,69,2026-02-20
ART028,DEP_NORD,500,2025-10-20
ART070,DEP_VERNOUILLET,216,2024-09-28
ART031,DEP_VERNOUILLET,522,2025-08-10
ART030,DEP_GRIGNY,32,2024-08-05
ART084,DEP_CIEL,442,2025-09-29
ART056,DEP_CIEL,50,2026-04-12
ART065,DEP_GRIGNY,7,2026-01-27
ART057,DEP_CIEL,283,2024-12-25
ART076,DEP_NORD,464,2026-01-07
ART034,DEP_CIEL,786,2025-02-10
ART005,DEP_CIEL,772,2025-06-08
ART018,DEP_GRAULHET,185,2025-04-12
ART059,DEP_AVIGNON,83,2025-09-09
ART036,DEP_CIEL,788,2024-11-11
ART045,DEP_GRAULHET,675,2026-02-03
ART029,DEP_OUEST,140,2025-06-07
ART086,DEP_AVIGNON,415,2025-09-20
ART073,DEP_GRAULHET,44,2025-10-23
ART050,DEP_VERNOUILLET,639,2024-07-08
ART017,DEP_NORD,99,2025-03-03
ART084,DEP_VERNOUILLET,414,2026-06-03
ART082,DEP_NORD,189,2025-01-16
ART064,DEP_LIMAY,324,2024-08-18
ART040,DEP_OUEST,757,2024-09-29
ART041,DEP_GRAULHET,691,2024-06-06
ART041,DEP_GRAULHET,187,2025-08-01
ART099,DEP_GRIGNY,511,2024-06-15
ART023,DEP_GRAULHET,337,2024-08-27
ART017,DEP_GRIGNY,460,2025-12-07
ART027,DEP_CIEL,737,2026-01-10
ART063,DEP_LIMAY,497,2025-07-18
ART005,DEP_VERNOUILLET,94,2024-09-10
ART070,DEP_GRAULHET,710,2024-06-18
ART094,DEP_GRAULHET,90,2025-07-24
ART037,DEP_NORD,302,2024-06-19
ART035,DEP_OUEST,587,2025-01-02
ART059,DEP_GRIGNY,414,2025-10-04
ART100,DEP_VERNOUILLET,518,2025-01-03
ART090,DEP_AVIGNON,355,2025-09-21
ART051,DEP_VERNOUILLET,104,2025-01-02
ART040,DEP_AVIGNON,774,2024-11-26
ART064,DEP_NORD,354,2025-02-05
ART067,DEP_NORD,498,2025-08-17
ART017,DEP_AVIGNON,57,2025-08-06
ART100,DEP_NORD,535,2025-12-28
ART067,DEP_GRAULHET,462,2025-12-18
ART078,DEP_LIMAY,161,2025-08-22
ART050,DEP_GRIGNY,729,2024-08-16
