numero_commande,code_article,quantite_commande,prix_vente,date_commande
COM658,ART076,232,189.97,2025-12-10
COM659,ART072,311,450.16,2025-03-23
COM660,ART071,333,39.04,2025-02-21
COM661,ART079,272,178.2,2025-11-14
COM662,ART030,331,366.58,2025-11-24
COM663,ART055,341,173.72,2025-05-28
COM664,ART017,261,289.65,2026-05-30
COM665,ART033,293,168.0,2026-03-27
COM666,ART083,467,24.68,2024-08-07
COM667,ART023,371,150.09,2024-10-05
COM668,ART008,327,,2024-08-17
COM669,ART040,463,402.68,2021-06-15 00:00:00
COM670,ART003,206,0.0,2024-10-07
COM671,ART079,214,10.99,2025-12-13
COM672,ART065,401,314.11,2025-10-02
COM673,ART064,313,348.95,2026-02-01
COM674,ART068,401,119.91,2025-09-03
COM675,ART038,470,404.11,2026-01-19
COM676,ART058,151,204.83,2025-04-16
COM677,ART033,282,137.89,2025-06-22
COM678,ART022,362,245.49,2025-02-20
COM679,ART068,342,395.19,2025-09-01
COM680,ART094,498,-234.45,2025-12-26
COM681,ART006,398,78.21,2026-02-23
COM682,ART022,472,415.38,2024-06-14
COM683,ART027,190,0.0,2025-04-05
COM684,ART020,343,25.25,2025-07-26
COM685,ART029,478,210.48,2024-11-17
COM686,ART032,110,175.91,2024-07-14
COM687,ART081,344,0.0,2026-06-03
COM688,ART049,341,0.0,2024-07-11
COM689,ART028,26,91.04,2025-11-13
COM690,ART086,46,413.15,2021-06-15 00:00:00
COM691,ART056,192,210.75,2025-02-17
COM692,ART092,18,460.13,2025-06-07
COM693,ART069,378,346.29,2024-09-15
COM694,ART050,26,368.62,2025-03-02
COM695,ART100,98,409.05,2025-03-03
COM696,ART065,350,485.95,2024-09-09
COM697,ART083,17,44.64,2025-04-06
COM698,ART056,237,210.38,2024-06-17
COM699,ART007,52,149.88,2025-04-15
COM700,ART044,483,190.66,2026-05-17
COM701,ART086,425,485.76,2025-07-31
COM702,ART011,301,,2021-06-15 00:00:00
COM703,ART023,483,238.84,2024-10-24
COM704,ART095,34,290.51,2026-05-24
COM705,ART083,345,256.36,2024-10-17
COM706,ART065,234,180.51,2025-01-29
COM707,ART088,151,0.0,2024-12-05
COM708,ART002,383,191.98,2025-04-12
COM709,ART025,280,389.57,2027-01-01 00:00:00
COM710,ART068,369,,2025-11-05
COM711,ART049,219,328.61,2021-06-15 00:00:00
COM712,ART011,58,308.97,2025-08-07
COM713,ART037,404,459.42,2024-10-04
COM714,ART079,41,,2024-08-20
COM715,ART060,226,421.56,2025-12-10
COM716,ART005,437,268.7,2024-09-06
COM717,ART100,299,354.67,2025-12-14
COM718,ART005,48,400.71,2025-12-16
COM719,ART035,336,356.71,2024-11-28
COM720,ART019,279,477.1,2025-05-22
COM721,ART044,140,499.33,2026-04-25
COM722,ART020,60,490.58,2025-10-28
COM723,ART006,275,0.0,2026-04-14
COM724,ART041,288,399.06,2025-02-01
COM725,ART091,199,271.19,2025-10-16
COM726,ART042,404,255.01,2026-03-20
COM727,ART085,73,222.45,2025-11-03
COM728,ART007,339,63.65,2024-06-18
COM729,ART010,258,242.84,2025-04-11
COM730,ART067,414,145.51,2024-12-22
COM731,ART100,106,446.61,2025-11-16
COM732,ART033,193,463.75,2026-04-17
COM733,ART016,114,,2025-04-26
COM734,ART044,289,145.67,2024-08-27
COM735,ART071,469,331.15,2025-06-11
COM736,ART083,171,353.54,2021-06-15 00:00:00
COM737,ART090,432,344.34,2024-08-29
COM738,ART086,426,261.7,2026-02-11
COM739,ART099,212,322.27,2025-06-23
COM740,ART070,473,16.39,2026-01-02
COM741,ART018,123,225.94,2025-08-28
COM742,ART038,373,438.01,2025-04-18
COM743,ART053,255,361.82,2025-01-28
COM744,ART084,57,69.56,2024-06-29
COM745,ART050,105,144.99,2024-10-21
COM746,ART005,220,-406.21,2025-01-12
COM747,ART076,387,191.11,2026-05-08
COM748,ART012,29,346.42,2021-06-15 00:00:00
COM749,ART084,53,136.2,2026-05-25
COM750,ART082,409,494.37,2021-06-15 00:00:00
COM751,ART029,312,252.03,2024-11-06
COM752,ART052,95,-226.94,2025-01-15
COM753,ART048,75,310.43,2025-04-17
COM754,ART015,323,52.74,2027-01-01 00:00:00
COM755,ART060,290,,2027-01-01 00:00:00
COM756,ART081,148,467.54,2025-06-13
COM757,ART048,37,292.3,2025-11-13
COM758,ART088,18,489.02,2026-05-11
COM759,ART092,149,227.8,2024-11-10
COM760,ART004,136,297.93,2026-03-23
COM761,ART074,479,,2025-10-27
COM762,ART010,321,172.49,2026-05-09
COM763,ART089,418,319.34,2026-04-15
COM764,ART009,70,139.83,2025-01-23
COM765,ART066,182,282.44,2026-03-03
COM766,ART038,246,247.22,2024-10-12
COM767,ART010,482,66.39,2025-02-15
COM768,ART012,390,270.83,2025-11-18
COM769,ART049,421,465.86,2026-02-24
COM770,ART092,153,168.97,2025-03-06
COM771,ART074,479,462.95,2024-07-14
COM772,ART076,163,106.35,2027-01-01 00:00:00
COM773,ART063,249,435.57,2025-01-26
COM774,ART039,451,30.6,2026-04-12
COM775,ART003,238,27.76,2025-05-19
COM776,ART060,193,396.53,2026-01-16
COM777,ART063,439,83.61,2024-06-18
COM778,ART030,125,159.58,2025-06-13
COM779,ART019,299,-308.54,2026-02-17
COM780,ART017,269,365.81,2024-11-04
COM781,ART031,121,204.95,2025-02-10
COM782,ART076,436,136.45,2024-06-13
COM783,ART100,57,370.05,2025-05-17
COM784,ART004,123,267.27,2024-11-28
COM785,ART027,491,29.69,2026-03-06
COM786,ART015,56,252.83,2021-06-15 00:00:00
COM787,ART063,392,289.97,2024-11-26
COM788,ART057,439,399.01,2025-06-28
COM789,ART025,389,486.46,2024-12-21
COM790,ART035,475,272.1,2025-11-06
COM791,ART094,97,10.72,2026-01-09
COM792,ART002,122,271.99,2025-06-22
COM793,ART044,69,368.49,2025-03-03
COM794,ART086,56,,2026-01-08
COM795,ART044,476,262.98,2025-08-01
COM796,ART086,120,374.93,2025-12-11
COM797,ART001,247,422.34,2025-04-11
COM798,ART075,481,74.07,2025-07-21
COM799,ART031,113,131.69,2024-12-01
COM800,ART032,99,108.18,2024-12-27
