numero_commande,code_article,quantite_commande,prix_vente,date_commande
COM665,ART076,435,14.2,2024-09-27
COM666,ART019,42,87.0,2025-04-16
COM667,ART100,353,230.2,2024-11-23
COM668,ART044,371,63.66,2025-08-17
COM669,ART047,286,92.32,2024-09-17
COM670,ART044,131,327.8,2025-02-09
COM671,ART028,351,213.16,2024-07-17
COM672,ART044,298,358.53,2024-12-21
COM673,ART088,491,111.47,2025-03-29
COM674,ART022,371,481.63,2025-01-28
COM675,ART019,127,395.12,2025-06-28
COM676,ART056,48,448.49,2025-12-30
COM677,ART054,140,81.15,2025-09-14
COM678,ART073,144,274.09,2024-08-16
COM679,ART079,482,24.45,2024-09-22
COM680,ART002,192,379.53,2024-08-06
COM681,ART035,485,135.09,2024-11-12
COM682,ART074,477,499.16,2024-10-25
COM683,ART075,122,480.78,2024-10-08
COM684,ART088,64,288.15,2025-09-19
COM685,ART080,195,351.92,2025-01-27
COM686,ART036,173,377.46,2025-07-13
COM687,ART002,18,20.62,2026-04-14
COM688,ART068,101,64.49,2025-04-17
COM689,ART016,33,493.26,2025-09-06
COM690,ART079,198,84.65,2026-04-01
COM691,ART020,207,152.32,2026-01-03
COM692,ART083,171,363.94,2026-02-08
COM693,ART002,62,162.85,2025-10-30
COM694,ART097,42,316.97,2024-12-23
COM695,ART011,464,37.62,2024-10-05
COM696,ART015,273,86.31,2025-06-14
COM697,ART031,35,440.77,2025-07-07
COM698,ART070,334,103.58,2024-06-21
COM699,ART081,442,441.48,2026-01-30
COM700,ART013,276,301.44,2025-04-14
COM701,ART041,121,162.75,2025-03-29
COM702,ART094,386,394.54,2024-12-23
COM703,ART061,331,372.14,2025-04-28
COM704,ART053,301,245.75,2025-11-26
COM705,ART061,451,10.1,2026-04-10
COM706,ART042,190,356.65,2025-04-22
COM707,ART086,204,328.44,2026-04-29
COM708,ART072,294,415.39,2025-08-20
COM709,ART062,495,98.09,2026-05-23
COM710,ART037,239,102.71,2026-05-22
COM711,ART075,177,121.86,2026-03-15
COM712,ART084,82,89.67,2026-04-21
COM713,ART001,367,172.65,2025-10-02
COM714,ART039,152,23.97,2024-09-28
COM715,ART032,157,255.39,2024-11-11
COM716,ART004,348,491.72,2025-02-10
COM717,ART047,436,271.27,2024-09-25
COM718,ART060,147,194.47,2024-07-07
COM719,ART024,66,413.17,2025-11-20
COM720,ART033,16,491.1,2025-10-10
COM721,ART066,63,107.95,2025-10-23
COM722,ART032,493,476.59,2025-09-17
COM723,ART073,268,404.83,2025-07-12
COM724,ART050,91,411.16,2025-05-15
COM725,ART028,347,377.26,2024-07-22
COM726,ART046,70,349.03,2024-09-07
COM727,ART040,201,317.03,2025-04-18
COM728,ART008,393,149.03,2026-04-18
COM729,ART010,184,184.98,2024-11-12
COM730,ART042,436,356.68,2025-02-22
COM731,ART008,196,192.05,2025-12-12
COM732,ART054,260,290.54,2024-08-11
COM733,ART029,200,340.37,2025-02-15
COM734,ART094,368,59.82,2025-07-16
COM735,ART097,311,54.34,2025-01-22
COM736,ART084,33,243.03,2024-07-03
COM737,ART023,383,351.79,2025-11-21
COM738,ART024,81,446.85,2025-08-04
COM739,ART014,87,138.93,2025-09-14
COM740,ART075,198,374.75,2025-12-07
COM741,ART098,301,34.1,2026-05-19
COM742,ART084,139,284.9,2025-07-12
COM743,ART066,239,409.91,2025-09-06
COM744,ART029,18,466.26,2025-05-24
COM745,ART072,25,13.77,2026-05-02
COM746,ART094,314,266.82,2024-08-31
COM747,ART014,296,30.08,2024-09-28
COM748,ART095,337,85.44,2024-06-24
COM749,ART092,348,351.43,2026-03-07
COM750,ART086,237,467.83,2025-11-11
COM751,ART011,35,384.58,2026-04-24
COM752,ART014,367,228.62,2025-02-06
COM753,ART018,445,282.22,2025-01-18
COM754,ART040,118,256.68,2024-07-17
COM755,ART067,115,113.85,2025-06-01
COM756,ART001,281,347.09,2026-02-22
COM757,ART059,68,336.3,2025-02-16
COM758,ART004,412,47.53,2024-08-23
COM759,ART013,166,110.69,2025-10-15
COM760,ART053,230,39.5,2024-11-21
COM761,ART051,36,391.42,2026-01-24
COM762,ART002,74,427.83,2025-11-08
COM763,ART046,310,383.4,2026-03-15
COM764,ART097,377,478.29,2024-12-26
COM765,ART077,450,425.91,2025-03-11
COM766,ART040,270,324.53,2025-10-25
COM767,ART087,190,366.3,2025-02-07
COM768,ART019,152,396.44,2025-12-01
COM769,ART018,407,29.35,2026-05-03
COM770,ART021,440,406.71,2025-03-02
COM771,ART096,38,31.6,2024-11-22
COM772,ART056,226,135.98,2025-08-18
COM773,ART027,469,222.91,2025-07-23
COM774,ART087,271,284.31,2025-10-15
COM775,ART091,211,70.63,2024-10-08
COM776,ART056,369,78.79,2024-09-29
COM777,ART069,179,43.88,2025-07-13
COM778,ART062,331,105.0,2025-04-21
COM779,ART049,58,137.27,2024-09-08
COM780,ART073,418,366.49,2025-09-15
COM781,ART007,261,60.69,2024-12-09
COM782,ART086,127,345.53,2024-07-04
COM783,ART080,272,408.5,2026-05-09
COM784,ART025,222,11.04,2025-11-27
COM785,ART037,142,350.62,2025-10-09
COM786,ART079,339,165.95,2025-02-16
COM787,ART046,193,14.01,2024-12-25
COM788,ART050,454,240.07,2025-07-03
COM789,ART096,340,230.86,2025-03-24
COM790,ART037,338,163.56,2025-12-05
COM791,ART064,76,22.24,2024-12-14
COM792,ART026,28,262.21,2025-01-19
COM793,ART056,422,221.65,2025-04-13
COM794,ART009,365,304.29,2025-06-12
COM795,ART075,366,162.92,2026-03-23
COM796,ART032,69,203.86,2024-11-18
COM797,ART067,400,28.96,2025-09-04
COM798,ART094,438,361.5,2025-09-20
COM799,ART097,329,322.81,2024-08-21
COM800,ART013,140,361.82,2025-06-27
