code_article,depot,quantite_stock,date_maj
ART031,DEP_VERNOUILLET,311,2025-08-28
ART090,DEP_NORD,173,2025-02-13
ART064,DEP_AVIGNON,193,2025-07-18
ART012,DEP_GRIGNY,622,2026-03-24
ART084,DEP_CIEL,667,2025-04-23
ART041,DEP_OUEST,220,2025-12-24
ART042,DEP_OUEST,464,2025-02-18
ART074,DEP_NORD,23,2025-11-16
ART069,DEP_AVIGNON,61,2025-02-25
ART020,DEP_VERNOUILLET,450,2025-08-05
ART009,DEP_LIMAY,11,2026-01-08
ART024,DEP_OUEST,541,2024-10-02
ART075,dep_ciel,279,2026-03-26
ART002,DEP_LIMAY,418,2026-05-01
ART050,DEP_GRAULHET,158,2024-11-02
ART999,DEP_GRAULHET,-358,2025-10-10
ART095,DEP_NORD,129,2025-03-24
ART045,DEP_GRIGNY,137,2024-11-22
ART046,DEP_AVIGNON,229,2025-08-06
ART060,DEP_CIEL,535,2024-12-02
ART089,DEP_OUEST,354,2024-07-17
ART088,DEP_VERNOUILLET,477,2026-04-27
ART075,DEP_LIMAY,186,2024-11-17
ART080,DEP_OUEST,499,2024-12-14
ART052,DEP_GRIGNY,106,2025-10-12
ART087,DEP_AVIGNON,179,2026-05-21
ART032,DEP_OUEST,323,2026-04-30
ART002,DEP_VERNOUILLET,436,2019-01-01 00:00:00
ART030,DEP_GRIGNY,549,2026-06-06
ART016,DEP_GRIGNY,425,2026-01-16
ART084,DEP_GRAULHET,605,2026-06-03
ART070,DEP_LIMAY,172,2025-03-02
ART094,DEP_CIEL,247,2024-12-11
ART063,DEP_GRAULHET,183,2024-06-18
ART088,DEP_NORD,80,2024-10-19
ART070,DEP_GRIGNY,17,2025-12-26
ART095,DEP_CIEL,601,2019-01-01 00:00:00
ART094,DEP_NORD,695,2025-08-29
ART043,DEP_NORD,33,2024-09-19
ART044,DEP_NORD,398,2025-10-14
ART051,DEP_GRIGNY,0,2025-05-07
ART071,DEP_OUEST,321,2026-05-11
ART095,DEP_AVIGNON,404,2025-04-29
ART080,DEP_VERNOUILLET,358,2026-02-28
ART067,DEP_CIEL,103,2025-10-07
ART078,DEP_AVIGNON,-777,2026-01-14
ART073,DEP_CIEL,481,2025-08-05
ART019,DEP_GRAULHET,177,2025-09-13
ART051,DEP_GRIGNY,353,2026-03-17
ART097,DEP_NORD,185,2024-10-05
ART035,DEP_CIEL,431,2026-03-11
ART090,DEP_OUEST,216,2025-07-15
ART048,DEP_VERNOUILLET,231,2024-10-06
ART013,DEP_GRAULHET,267,2024-08-02
ART001,DEP_NORD,133,2026-04-03
ART095,DEP_OUEST,73,2024-10-13
ART047,DEP_CIEL,319,2026-01-09
ART073,DEP_CIEL,16,2026-05-19
ART052,DEP_CIEL,388,2025-05-06
ART091,DEP_OUEST,135,2025-01-23
ART010,DEP_LIMAY,331,2025-04-02
ART036,DEP_GRIGNY,300,2024-08-18
ART094,DEP_GRIGNY,398,2025-06-29
ART032,DEP_CIEL,168,2025-10-26
ART003,DEP_VERNOUILLET,382,2025-10-30
ART093,DEP_CIEL,547,2025-05-27
ART082,DEP_GRAULHET,491,2025-04-05
ART065,DEP_GRAULHET,354,2025-04-01
ART075,DEP_NORD,123,2025-10-06
ART023,DEP_OUEST,730,2024-06-08
ART053,DEP_NORD,675,2025-02-13
ART079,DEP_NORD,305,2026-02-27
ART062,DEP_GRIGNY,60,2026-03-28
ART999,DEP_OUEST,152,2026-03-12
ART042,DEP_AVIGNON,792,2024-07-27
ART078,DEP_AVIGNON,381,2024-12-27
ART055,DEP_AVIGNON,525,2025-10-17
ART026,DEP_GRIGNY,696,2025-10-22
ART024,DEP_NORD,496,2026-04-17
ART099,DEP_OUEST,-612,2024-09-09
ART080,DEP_GRIGNY,592,2025-01-20
ART070,DEP_VERNOUILLET,141,2025-10-30
ART098,DEP_CIEL,33,2024-09-24
ART087,DEP_LIMAY,789,2024-08-01
ART002,DEP_NORD,154,2025-07-24
ART036,DEP_LIMAY,395,2019-01-01 00:00:00
ART044,DEP_LIMAY,44,2026-01-13
ART059,DEP_GRAULHET,730,2026-04-06
ART075,DEP_OUEST,319,2025-11-08
ART086,DEP_GRIGNY,672,2025-08-09
ART032,DEP_LIMAY,288,2025-04-26
ART017,DEP_AVIGNON,43,2024-08-03
ART088,DEP_LIMAY,464,2024-12-08
ART057,DEP_OUEST,469,2025-05-17
ART007,DEP_GRAULHET,338,2025-08-06
ART062,DEP_NORD,236,2025-09-28
ART094,DEP_OUEST,594,2025-07-13
ART009,DEP_AVIGNON,193,2025-12-24
ART001,DEP_LIMAY,263,2025-03-31
ART026,DEP_OUEST,115,2024-07-01
ART087,DEP_NORD,292,2024-07-30
ART038,DEP_GRAULHET,767,2025-12-29
ART062,DEP_GRAULHET,594,2025-03-04
ART006,DEP_LIMAY,76,2024-11-22
ART080,DEP_GRIGNY,716,2019-01-01 00:00:00
ART999,DEP_OUEST,112,2025-10-08
ART063,DEP_NORD,158,2025-08-17
ART009,DEP_AVIGNON,445,2025-06-01
ART029,DEP_CIEL,505,2025-11-24
ART064,DEP_OUEST,167,2025-06-15
ART011,DEP_GRIGNY,645,2025-11-25
ART051,DEP_GRAULHET,66,2025-02-01
ART078,DEP_OUEST,105,2024-12-13
ART069,DEP_VERNOUILLET,328,2025-07-18
ART042,DEP_GRAULHET,763,2024-07-08
ART034,DEP_AVIGNON,711,2025-09-16
ART090,DEP_LIMAY,25,2024-12-01
ART100,DEP_VERNOUILLET,346,2025-05-10
ART020,DEP_NORD,-415,2024-07-02
ART062,DEP_VERNOUILLET,418,2019-01-01 00:00:00
ART026,DEP_OUEST,402,2026-05-03
ART042,DEP_OUEST,639,2025-11-24
ART034,DEP_GRAULHET,84,2025-08-12
ART049,DEP_OUEST,143,2026-06-03
ART093,DEP_NORD,419,2025-03-14
ART091,DEP_VERNOUILLET,23,2025-10-17
ART999,DEP_GRAULHET,785,2019-01-01 00:00:00
ART049,DEP_VERNOUILLET,372,2024-08-18
ART004,DEP_AVIGNON,330,2024-12-11
ART012,DEP_CIEL,496,2025-10-03
ART073,DEP_GRIGNY,313,2025-02-13
ART074,DEP_GRAULHET,76,2025-07-15
ART042,DEP_GRAULHET,506,2026-02-14
ART035,DEP_NORD,767,2025-10-23
ART063,DEP_CIEL,294,2024-09-28
ART010,DEP_CIEL,358,2026-03-01
ART098,DEP_LIMAY,-460,2025-02-23
ART022,DEP_NORD,382,2026-01-24
ART047,DEP_NORD,675,2024-07-23
ART002,DEP_OUEST,205,2025-11-22
ART023,DEP_LIMAY,77,2024-12-11
ART024,DEP_LIMAY,475,2025-10-06
ART085,DEP_OUEST,654,2025-10-12
ART042,DEP_CIEL,438,2025-08-17
ART086,DEP_CIEL,322,2024-12-26
ART031,dep_ouest,45,2025-10-15
ART092,DEP_GRAULHET,297,2026-04-24
ART080,DEP_GRAULHET,308,2026-04-17
ART048,DEP_AVIGNON,760,2024-08-14
ART046,DEP_AVIGNON,128,2026-05-22
ART100,DEP_LIMAY,60,2026-01-31
ART029,DEP_GRIGNY,249,2026-05-21
ART088,DEP_VERNOUILLET,154,2025-11-18
ART039,DEP_GRAULHET,366,2019-01-01 00:00:00
ART058,DEP_NORD,644,2025-12-26
ART028,DEP_VERNOUILLET,308,2025-05-17
ART098,DEP_AVIGNON,712,2019-01-01 00:00:00
ART032,DEP_OUEST,184,2025-02-21
ART099,DEP_GRAULHET,345,2025-08-16
ART001,DEP_GRIGNY,62,2024-10-26
ART029,DEP_VERNOUILLET,110,2025-09-18
ART066,DEP_CIEL,-378,2024-11-02
ART095,DEP_LIMAY,7,2025-04-24
ART017,DEP_CIEL,292,2025-02-09
ART073,DEP_AVIGNON,565,2024-06-23
ART057,DEP_LIMAY,-754,2024-10-25
ART023,DEP_NORD,42,2025-05-07
ART053,DEP_GRAULHET,417,2025-03-31
ART013,DEP_GRIGNY,445,2025-04-25
ART077,DEP_CIEL,78,2025-09-18
ART045,DEP_CIEL,534,2025-03-09
ART093,DEP_GRIGNY,691,2025-02-17
ART019,DEP_CIEL,778,2024-11-17
ART086,DEP_AVIGNON,454,2025-02-20
ART012,DEP_GRAULHET,196,2025-02-15
ART999,DEP_CIEL,-380,2024-10-26
ART064,DEP_NORD,495,2025-12-17
ART072,DEP_VERNOUILLET,666,2025-03-17
ART026,DEP_LIMAY,790,2025-11-01
ART013,DEP_OUEST,205,2026-05-16
ART056,DEP_OUEST,73,2025-12-13
ART048,DEP_GRIGNY,133,2025-12-02
ART067,DEP_AVIGNON,-549,2026-02-15
ART001,DEP_VERNOUILLET,70,2025-01-29
ART009,DEP_AVIGNON,611,2025-12-13
ART080,DEP_OUEST,624,2026-01-14
ART009,DEP_NORD,732,2025-09-09
ART059,DEP_VERNOUILLET,240,2026-02-05
ART064,DEP_VERNOUILLET,162,2025-05-02
ART003,DEP_OUEST,680,2024-11-21
ART040,DEP_LIMAY,469,2025-07-20
ART019,DEP_GRAULHET,579,2025-06-07
ART003,DEP_NORD,600,2024-06-15
ART999,DEP_GRIGNY,-55,2026-06-03
ART017,DEP_LIMAY,639,2025-05-29
ART032,DEP_GRIGNY,25,2024-08-28
ART054,DEP_CIEL,425,2025-03-04
ART005,DEP_AVIGNON,436,2024-09-12
ART033,DEP_AVIGNON,652,2024-09-24
ART034,DEP_GRIGNY,428,2019-01-01 00:00:00
ART010,DEP_NORD,-341,2025-11-18
ART014,DEP_GRAULHET,45,2025-11-09
ART055,DEP_LIMAY,212,2025-11-02
ART036,DEP_AVIGNON,206,2025-01-11
ART034,DEP_NORD,452,2024-12-04
ART069,DEP_GRAULHET,332,2026-05-02
